6, Erik Bullock, 27,M,  5:42,    6:55,    8:02,    8:33,    9:12,    7:11,    8:32,   54:07,,,
26, David Whitman, 59,M,  6:49,    7:17,    7:59,    8:25,    8:23,    8:46,    8:28,   56:07,,,
77, Aidan Grosso, 14,M,  7:07,    7:17,    8:26,    8:29,    8:39,    8:04,    8:43,   56:45,,,
25, Zachary Strouts, 33,M,  6:30,    7:53,    8:31,    8:30,    8:30,    8:09,    8:57,   57:00,,,
16, Anna Haugo, 30,F,  6:39,    7:55,    8:29,    8:31,    8:30,    8:10,    8:54,   57:08,,,
65, Van Grotenhuis, 59,M,  7:06,    7:33,    8:36,    8:11,    9:09,    8:41,    9:35,   58:51,,,
8, Jacob Losen, 27,M,  6:52,    8:03,    8:04,    8:15,    9:08,    8:26,   10:48,   59:36,,,
17, Mark Jessen, 57,M,  6:30,    7:31,    7:42,    9:44,    9:24,    9:43,   11:20, 1:01:54,,,
52, Nate Globosky, 28,M,  5:26,    6:35,    7:39,    7:29,    7:38,    6:29,   41:16,,,,
99, Ryan Knapp, 42,M,  5:48,    6:25,    6:45,    7:14,    8:07,    8:28,   42:47,,,,
730, erin kary, 36,F,  6:54,    6:36,    7:06,    7:57,    8:29,    7:08,   44:10,,,,
49, Chris Lomen, 31,M,  4:32,    7:48,    6:39,    7:17,    9:03,    9:26,   44:45,,,,
100, Dave Barnett, 45,M,  6:57,    6:37,    7:36,    7:40,    7:59,    8:01,   44:50,,,,
51, Kiersten Wilson, 19,F,  6:20,    7:19,    7:13,    7:52,    8:37,    8:06,   45:27,,,,
102, Kelly Lorenz, 46,F,  7:35,    7:21,    7:45,    7:45,    7:45,    8:01,   46:12,,,,
60, Sydney Strom, 28,F,  6:59,    7:06,    7:13,    9:22,    8:10,    8:07,   46:57,,,,
125, Mark Porter, 31,M,  6:02,    6:48,    8:10,    8:53,    9:18,    8:03,   47:14,,,,
58, Kathie Smith, 49,F,  7:31,    7:30,    7:33,    8:11,    8:26,    8:27,   47:38,,,,
101, Susan Engelhart, 44,F,  7:13,    7:32,    8:15,    8:19,    8:47,    8:57,   49:03,,,,
103, Amy Millhouse, 30,M,  7:31,    7:29,    8:14,    8:18,    8:39,    8:59,   49:10,,,,
97, Deb St Germain, 45,F,  7:47,    7:43,    8:04,    8:32,    8:47,    9:00,   49:53,,,,
96, Lori Krause, 52,F,  8:32,    7:36,    8:13,    8:10,    8:35,    8:54,   50:00,,,,
43, Luke Day, 32,M,  7:31,    7:32,    8:32,    8:40,    8:55,    9:01,   50:11,,,,
34, Karyn Hetherington, 41,F,  8:21,    8:43,    8:33,    8:51,    8:31,    7:53,   50:52,,,,
68, Bridget Wahlstrom, 42,F,  8:41,    7:29,    8:36,    8:11,    8:25,    9:31,   50:53,,,,
57, Denise Piotrowski, 52,F,  8:20,    8:14,    8:39,    9:04,    8:27,    8:10,   50:54,,,,
64, Paola Gonzalez, 35,F,  8:32,    8:01,    8:21,    8:19,    9:18,    8:32,   51:03,,,,
38, Robert Menti, 53,M,  7:41,    8:08,    8:26,    9:27,    9:32,    9:30,   52:44,,,,
19, Shawn Leighton, 54,F,  8:00,    8:30,    8:44,    9:22,    9:10,    9:29,   53:15,,,,
80, Amy Casuscelli, 43,F,  9:09,    8:20,    8:49,    9:04,    9:06,    9:04,   53:32,,,,
94, Kristine Chiaverotti, 31,F,  7:33,    8:28,    9:41,    9:40,    9:23,    9:36,   54:21,,,,
92, Scott Rusch, 43,M,  7:57,    8:30,    9:23,    9:33,   10:14,   10:49,   56:26,,,,
54, Aliina Adelman, 41,F,  7:38,    8:53,    9:36,   10:04,   10:00,   10:26,   56:37,,,,
13, Kayla Musgjerd, 29,F,  8:38,    8:53,    9:44,    9:37,    9:27,   10:26,   56:45,,,,
104, Gretchen Naylor, 46,F,  7:43,    8:47,   10:08,   10:09,   10:39,   10:33,   57:59,,,,
30, Michele Rudoy, 47,F,  7:13,    9:52,    8:25,   13:28,    9:09,   10:12,   58:19,,,,
78, Monte Grosso, 45,M,  8:33,    9:55,   10:15,    9:33,   11:24,   11:12, 1:00:52,,,,
109, John Hajewski, 66,M,  8:59,    9:01,   10:21,   11:12,   10:23,   12:21, 1:02:17,,,,
93, Eric Thurstin, 43,M,  7:10,    7:25,    7:36,    7:48,    8:16,   38:15,,,,,
107, Thani Petersson, 48,F,  7:17,    8:13,    8:33,    8:37,    9:43,   42:23,,,,,
33, Alesha Fussy, 38,F,  7:15,    8:14,    9:01,    9:22,    9:57,   43:49,,,,,
46, Lisa Gebhard, 34,F,  5:48,   12:33,    8:38,    8:18,    8:47,   44:04,,,,,
105, Tara LaHaye, 44,F,  8:00,    8:25,    9:27,    9:03,    9:50,   44:45,,,,,
74, Lynn Anderson, 48,F,  8:01,    8:48,    9:21,    9:29,    9:40,   45:19,,,,,
56, Abram Isaacs, 49,M,  8:07,    8:39,    9:02,   11:10,   11:33,   48:31,,,,,
86, Shannon Ramirez, 43,F,  9:10,    9:01,    9:24,   11:06,   10:39,   49:20,,,,,
62, Joseph Chin, 48,M,  8:43,   10:01,   10:49,    9:49,   10:20,   49:42,,,,,
61, Andrew Mellin, 51,M,  8:17,    9:13,   10:19,   11:32,   10:30,   49:51,,,,,
39, Josh Miller, 36,M, 11:02,    8:37,    9:20,   10:14,   10:57,   50:10,,,,,
70, Charlie Gits, 62,M,  8:48,    9:31,   10:23,   11:13,   10:58,   50:53,,,,,
48, Caroline Jeffery, 32,F,  8:55,   11:25,   11:15,   11:00,    9:19,   51:54,,,,,
21, Tim Naylor, 71,M,  9:44,   10:16,   10:48,   11:12,   11:11,   53:11,,,,,
12, Anne Mulford, 58,F,  9:11,   10:38,   10:06,   11:08,   12:44,   53:47,,,,,
53, Bradley Gavin, 56,M,  9:15,   10:00,   10:24,   10:43,   14:20,   54:42,,,,,
7, Jeffrey Cahn, 63,M, 11:01,   10:54,   11:30,   12:07,   12:40,   58:12,,,,,
98, Sally Knapp, 41,F,  7:14,    8:32,    9:29,    8:54,   34:09,,,,,,
76, Erik Skogen, 35,M,  7:48,   11:31,   12:08,   12:26,   43:53,,,,,,
118, vikas bhambhani, 45,M,  9:02,   11:02,   11:10,   12:41,   43:55,,,,,,
81, Ann Fandrey, 44,F, 10:50,   10:36,   12:10,   11:29,   45:05,,,,,,
84, Leah Kiley, 33,F, 12:45,   18:25,    9:45,   11:09,   52:04,,,,,,
9, Nicole McDonald, 35,F,  9:54,   11:52,   12:58,   18:17,   53:01,,,,,,
79, Renee Marrero, 46,F, 11:00,   13:53,   15:10,   13:19,   53:22,,,,,,
362, Kent Peterson, 59,M, 10:46,   13:45,   15:41,   14:10,   54:22,,,,,,
63, Amanda Christiansen, 26,F, 11:59,   13:28,   14:36,   14:24,   54:27,,,,,,
361, Mariah Norberg, 32,F, 12:38,   11:40,   18:07,   13:18,   55:43,,,,,,
83, Alex Hassan, 31,F, 12:39,   11:45,   18:11,   13:25,   56:00,,,,,,
89, Jennifer Skala, 36,F,  8:42,    9:40,    9:28,   27:50,,,,,,,
88, Tom Sacco, 50,M,  8:34,    9:44,    9:56,   28:14,,,,,,,
29, Dylan Rudoy, 10,M,  7:29,    9:44,   13:29,   30:42,,,,,,,
85, Derek LaBossiere, 38,M,  9:36,   12:12,   15:19,   37:07,,,,,,,
41, Karen Weikel, 56,F, 14:30,   15:59,   17:28,   47:57,,,,,,,
75, Kari Bauer, 47,F, 14:18,   16:35,   19:06,   49:59,,,,,,,
11, William McDonald, 62,M, 15:47,   18:52,   20:08,   54:47,,,,,,,
47, Maddie Harr, 27,F, 12:50,   16:44,   29:34,,,,,,,,
90, Kara Zachman, 28,F, 12:51,   18:25,   31:16,,,,,,,,
73, Mark Orfield, 60,M, 15:38,   24:07,   39:45,,,,,,,,
103, adam oliver, 30,M, -7:56, 9:11:26, 9:03:30,,,,,,,,
238, Van Grotenhuis, 59,M, 11:13,   11:13,,,,,,,,,
14, Jenny Thompson, 32,F, 29:20,   29:20,,,,,,,,,
